movieid,actorid,character_name,creditorder,pay,screentime
262,676,Diego,3,,0
262,1588,Soto,4,,0
262,1589,Zeke,5,,0
262,1590,Carl,6,,0
262,1591,Frank,7,,0
262,1592,Oscar,8,,0
262,1593,Lenny,9,,0
263,1014,Bourne,1,,0
263,1594,Marie,2,,0
263,1255,Conklin,3,,0
263,1595,The Professor,4,,0
263,1578,Ward Abbott,5,,0
263,820,Wombosi,6,,0
263,1596,Zorn,7,,0
263,1597,Research Tech,8,,0
263,1598,Research Tech,9,,0
264,450,Austin Powers,1,,0
264,1599,Foxxy Cleopatra,2,,0
264,1600,Scott Evil,3,,0
264,1601,Basil Exposition,4,,0
264,1602,Number Two,5,,0
264,1603,Frau Farbissina,6,,0
264,1604,Mini Me,7,,0
264,1605,Nigel Powers,8,,0
264,1606,Number Three,9,,0
265,701,Scott Calvin,1,,0
265,1607,Carol,2,,0
265,705,Bernard,3,,0
265,704,Charlie Calvin,4,,0
265,702,Neil Miller,5,,0
265,703,Laura Miller,6,,0
265,1608,Curtis,7,,0
265,1609,Lucy Miller,8,,0
265,1610,Abby,9,,0
266,1186,Xander Cage,1,,0
266,1611,Yelena,2,,0
266,1530,Yorgi,3,,0
266,550,Agent Augustus Gibbons,4,,0
266,1612,Toby Lee Shavers,5,,0
266,1613,Milan Sova,6,,0
266,1614,Kirill,7,,0
266,1615,Kolya,8,,0
266,1616,Viktor,9,,0
267,71,Graham Hess,1,,0
267,1429,Merrill Hess,2,,0
267,1617,Morgan Hess,3,,0
267,1618,Bo Hess,4,,0
267,1619,Officer Paski,5,,0
267,1620,Ray Reddy,6,,0
267,1621,Colleen Hess,7,,0
267,1622,SFC Cunningham,8,,0
267,1623,Tracey Abernathy,9,,0
268,1624,Aldor,1,,0
268,84,Sam,2,,0
268,1625,Madril,3,,0
268,1526,Man Flesh Uruk,4,,0
268,1527,Galadriel,5,,0
268,1528,Legolas,6,,0
268,1529,Pippin,7,,0
268,1626,Sharku,8,,0
268,1627,Eothain,9,,0
270,1026,Fred,1,,0
270,1024,Daphne,2,,0
270,1628,Shaggy,3,,0
270,1629,Velma,4,,0
270,729,Mondavarious,5,,0
270,1630,Mary Jane,6,,0
270,1631,Voodoo Maestro,7,,0
270,1632,N' Goo Tuana,8,,0
270,1633,Sugar Ray (as Stan Frazier),9,,0
271,1548,Harry Potter,1,,0
271,1634,Ron Weasley,2,,0
271,1635,Hermione Granger,3,,0
271,1551,Uncle Vernon,4,,0
271,1549,Aunt Petunia,5,,0
271,1550,Dudley Dursley,6,,0
271,1636,Dobby,7,,0
271,1637,Mr Mason,8,,0
271,1638,Mrs Mason,9,,0
272,19,Chief John Anderton,1,,0
272,1639,Director Lamar Burgess,2,,0
272,1640,Jad,3,,0
272,1641,Fletcher,4,,0
272,1642,Knott,5,,0
272,1643,Evanna,6,,0
272,1644,Pre-Crime Cop,7,,0
272,1645,Pre-Crime Cop,8,,0
272,1646,Pre-Crime Cop,9,,0
273,1319,Obi-Wan Kenobi,1,,0
273,1320,Padmï¿½,2,,0
273,1647,Anakin Skywalker,3,,0
273,1648,Count Dooku,4,,0
273,550,Mace Windu,5,,0
273,1546,Yoda,6,,0
273,1322,Supreme Chancellor Palpatine,7,,0
273,1323,Shmi Skywalker,8,,0
273,1649,Jango Fett,9,,0
274,1650,Spider-Man,1,,0
274,773,Green Goblin,2,,0
274,874,Mary Jane Watson,3,,0
274,1651,Harry Osborn,4,,0
274,1652,Ben Parker,5,,0
274,1653,May Parker,6,,0
274,1654,J. Jonah Jameson,7,,0
274,1655,Flash Thompson,8,,0
274,1656,Maximilian Fargas,9,,0
276,599,James Bond,1,,0
276,512,Jinx Johnson,2,,0
276,1657,Gustav Graves,3,,0
276,1658,Miranda Frost,4,,0
276,1479,Zao,5,,0
276,869,M,6,,0
276,1659,Q,7,,0
276,580,Damian Falco,8,,0
276,1660,Colonel Moon,9,,0
277,62,Peter Sanderson,1,,0
277,1661,Charlene Morton,2,,0
277,1248,Howie Rottman,3,,0
277,961,Virginia Arness,4,,0
277,1572,Kate Sanderson,5,,0
277,1662,Sarah Sanderson,6,,0
277,1663,Georgey Sanderson,7,,0
277,1664,Ashley,8,,0
277,1665,Todd Gendler,9,,0
278,1666,Buddy,1,,0
278,198,Walter,2,,0
278,1667,Papa Elf,3,,0
278,1668,Santa,4,,0
278,63,Emily,5,,0
278,1669,Jovie,6,,0
278,1670,Michael,7,,0
278,1671,Gimbel's Manager,8,,0
278,1672,Miles Finch,9,,0
279,1464,Gregorio Cortez,1,,0
279,1465,Ingrid Cortez,2,,0
279,1466,Carmen Cortez,3,,0
279,1467,Juni Cortez,4,,0
279,1673,Grandfather,5,,0
279,1063,Grandmother,6,,0
279,670,Toymaker,7,,0
279,1674,Donnagon Giggles,8,,0
279,1332,Cesca Giggles,9,,0
280,62,Tom Baker,1,,0
280,875,Kate Baker,2,,0
280,1675,Nora Baker,3,,0
280,1676,Charlie Baker,4,,0
280,1677,Lorraine Baker,5,,0
280,1678,Henry Baker,6,,0
280,1679,Sarah Baker,7,,0
280,1680,Jake Baker,8,,0
280,1609,Jessica Baker,9,,0
281,1129,Dave Buznik,1,,0
281,107,Dr. Buddy Rydell,2,,0
281,1392,Linda,3,,0
281,1681,Lou,4,,0
281,1260,Andrew,5,,0
281,1682,Judge Brenda Daniels,6,,0
281,1683,Frank Head,7,,0
281,1136,Nate,8,,0
281,1684,Stacy,9,,0
282,1476,Brian O'Conner,1,,0
282,1685,Roman Pearce,2,,0
282,1686,Monica Fuentes,3,,0
282,1021,Carter Verone,4,,0
282,1687,Tej,5,,0
282,1688,Agent Bilkins,6,,0
282,1423,Agent Markham,7,,0
282,1689,Suki,8,,0
282,1690,Orange Julius,9,,0
283,688,Bruce Nolan,1,,0
283,10,God,2,,0
283,1691,Grace Connelly,3,,0
283,1692,Jack Baylor,4,,0
283,1693,Susan Ortega,5,,0
283,1694,Debbie,6,,0
283,1695,Evan Baxter,7,,0
283,1696,Ally Loman,8,,0
283,1697,Bobby,9,,0
284,550,Sgt. Dan 'Hondo' Harrelson,1,,0
284,1698,Jim Street,2,,0
284,1477,Chris Sanchez,3,,0
284,1699,Deacon 'Deke' Kaye,4,,0
284,56,T.J. McCabe,5,,0
284,1700,Brian Gamble,6,,0
284,1701,Michael Boxer,7,,0
284,1702,Alex Montel,8,,0
284,839,Lt. Greg Velasquez,9,,0
285,107,Harry Sanborn,1,,0
285,275,Erica Barry,2,,0
285,69,Julian Mercer,3,,0
285,1703,Zoe,4,,0
285,1704,Marin,5,,0
285,1198,Leo,6,,0
285,1705,Dave,7,,0
285,290,Dr. Martinez (as Rachel Ticoti),8,,0
285,1706,Beauty,9,,0
286,1707,Narrator,1,,0
286,1708,Charles Howard,2,,0
286,1709,Bicycle Supervisor,3,,0
286,1255,Tom Smith,4,,0
286,1710,Steamer Owner,5,,0
286,1711,Car Customer,6,,0
286,1712,Annie Howard,7,,0
286,1713,Land Broker,8,,0
286,1714,Sam,9,,0
287,1715,Marlin,1,,0
287,1716,Dory,2,,0
287,1717,Nemo,3,,0
287,773,Gill,4,,0
287,1718,Bloat,5,,0
287,1254,Peach,6,,0
287,1719,Gurgle,7,,0
287,1591,Bubbles,8,,0
287,1226,Deb,9,,0
288,1525,Everard Proudfoot,1,,0
288,1720,Elanor Gamgee,2,,0
288,84,Sam,3,,0
288,1721,Gondorian Soldier 3,4,,0
288,1625,Madril,5,,0
288,547,Boromir,6,,0
288,1527,Galadriel,7,,0
288,1528,Legolas,8,,0
288,1529,Pippin,9,,0
289,932,Professor Charles Xavier,1,,0
289,1398,Logan,2,,0
289,1399,Eric Lehnsherr,3,,0
289,512,Ororo Munroe,4,,0
289,868,Jean Grey,5,,0
289,1400,Scott Summers,6,,0
289,1401,Rogue,7,,0
289,1722,Raven Darkholme,8,,0
289,1578,William Stryker,9,,0
290,514,Detective Marcus Burnett,1,,0
290,971,Detective Mike Lowrey,2,,0
290,1723,Hector Juan Carlos 'Johnny' Tapia,3,,0
290,1724,Syd,4,,0
290,1071,Alexei,5,,0
290,988,Theresa,6,,0
290,663,Captain Howard,7,,0
290,1496,Floyd Poteet,8,,0
290,1725,Roberto,9,,0
291,1519,Bruce Banner,1,,0
291,1487,Betty Ross,2,,0
291,607,Ross,3,,0
291,1489,Talbot,4,,0
291,254,Father,5,,0
291,1726,Young David Banner,6,,0
291,1727,Edith Banner,7,,0
291,1728,Young Ross,8,,0
291,1729,Harper,9,,0
292,207,Jack Sparrow,1,,0
292,1137,Barbossa,2,,0
292,1528,Will Turner,3,,0
292,1730,Elizabeth Swann,4,,0
292,1731,Norrington,5,,0
292,1111,Governor Weatherby Swann,6,,0
292,1732,Pintel,7,,0
292,1733,Ragetti,8,,0
292,1734,Lt. Gillette,9,,0
293,1735,Katsumoto,1,,0
293,19,Nathan Algren,2,,0
293,298,Winchester Rep,3,,0
293,1480,Winchester Rep Assistant,4,,0
293,1736,Convention Hall Attendee,5,,0
293,639,Zebulon Gant,6,,0
293,216,Colonel Bagley,7,,0
293,1737,Omura,8,,0
293,1738,Omura's Companion,9,,0
294,1739,Power Station Guard,1,,0
294,1740,Kali,2,,0
294,1741,Police #2,3,,0
294,1742,Link's Niece,4,,0
294,1743,The Architect,5,,0
294,1744,Soren,6,,0
294,1745,Vector,7,,0
294,1746,Persephone,8,,0
294,1747,Agent Johnson,9,,0
295,1748,The Oracle,1,,0
295,1749,Sati,2,,0
295,1743,The Architect,3,,0
295,1750,Coat Check Girl,4,,0
295,1751,Councillor Grace,5,,0
295,1746,Persephone,6,,0
295,1752,Charra,7,,0
295,1753,Deus Ex Machina,8,,0
295,1754,Bane,9,,0
296,174,Terminator,1,29000000,0
296,1755,John Connor,2,,0
296,1756,Kate Brewster,3,,0
296,1757,T-X,4,,0
296,1758,Robert Brewster,5,,0
296,1759,Scott Petersen,6,,0
296,425,Dr. Peter Silberman,7,,0
296,1760,Betsy (as Moira Harris),8,,0
296,1761,Chief Engineer,9,,0
297,1015,Himself (archive footage),1,,0
297,1762,Himself (archive footage),2,,0
297,1763,Himself,3,,0
297,1764,Himself (archive footage),4,,0
297,1765,Himself (archive footage),5,,0
297,1766,Himself (archive footage),6,,0
297,1767,Himself (archive footage),7,,0
297,1768,Himself,8,,0
297,1769,Herself,9,,0
299,1770,Jesus,1,,0
299,1771,Mary,2,,0
299,1772,John,3,,0
299,1773,Peter,4,,0
299,1746,Magdalen,5,,0
299,1774,Caiphas,6,,0
299,1775,Annas,7,,0
299,1776,Judas,8,,0
299,1777,Pontius Pilate,9,,0
300,1778,Ivy Walker,1,,0
300,1429,Lucius Hunt,2,,0
300,1779,Noah Percy,3,,0
300,1009,Edward Walker,4,,0
300,116,Alice Hunt,5,,0
300,1454,August Nicholson,6,,0
300,1619,Mrs. Clack,7,,0
300,1780,Vivian Percy,8,,0
300,1781,Robert Percy,9,,0
301,1129,Henry Roth,1,,0
301,888,Lucy Whitmore,2,,0
301,1261,Ula,3,,0
301,84,Doug Whitmore,4,,0
301,1782,Alexa,5,,0
301,12,Dr. Keats,6,,0
301,1783,Sue,7,,0
301,1260,Ten Second Tom,8,,0
301,1134,Marlin Whitmore,9,,0
302,1014,Jason Bourne,1,,0
302,1594,Marie,2,,0
302,1578,Ward Abbott,3,,0
302,1784,Nicky,4,,0
302,1785,Kirill,5,,0
302,1596,Danny Zorn,6,,0
302,1079,Pamela Landy,7,,0
302,1530,Jarda,8,,0
302,1786,Tom Cronin,9,,0
303,971,Oscar,1,,0
303,388,Don Lino,2,,0
303,946,Angie,3,,0
303,1589,Lenny,4,,0
303,1538,Lola,5,,0
303,1787,Sykes,6,,0
303,1788,Ernie,7,,0
303,566,Bernie,8,,0
303,1789,Frankie,9,,0
304,388,Jack Byrnes,1,,0
304,1123,Greg Focker,2,,0
304,410,Bernie Focker,3,,0
304,373,Rozalin Focker,4,,0
304,374,Dina Byrnes,5,,0
304,1388,Pam Byrnes,6,,0
304,1229,Kevin Rawley,7,,0
304,1790,Little Jack,8,,0
304,1791,Little Jack,9,,0
305,1792,Bob Parr,1,,0
305,658,Helen Parr,2,,0
305,550,Lucius Best,3,,0
305,1493,Buddy Pine,4,,0
305,1793,Bomb Voyage,5,,0
305,1794,Newsreel Narrator,6,,0
305,1795,Mrs. Hogenson,7,,0
305,1796,Jack-Jack Parr,8,,0
305,1797,Jack-Jack Parr,9,,0
306,967,Benjamin Franklin Gates,1,,0
306,1798,Abigail Chase,2,,0
306,1799,Riley Poole,3,,0
306,547,Ian Howe,4,,0
306,976,Patrick Gates,5,,0
306,488,Sadusky,6,,0
306,779,John Adams Gates,7,,0
306,1800,Shaw,8,,0
306,1801,Powell,9,,0
307,722,Rusty Ryan,1,,0
307,1802,Isabel Lahiri,2,,0
307,1438,Danny Ocean,3,,0
307,1803,Bank Officer,4,,0
307,153,Tess Ocean,5,,0
307,1804,House Painter,6,,0
307,1805,Shop Owner,7,,0
307,1806,Plainclothes Goon #1,8,,0
307,1807,Plainclothes Goon #2,9,,0
308,971,Del Spooner,1,,0
308,1808,Susan Calvin,2,,0
308,1593,Sonny,3,,0
308,940,Dr. Alfred Lanning,4,,0
308,1299,Lawrence Robertson,5,,0
308,1809,Granny,6,,0
308,1810,Lt. John Bergin,7,,0
308,1811,Baldez,8,,0
308,1812,V.I.K.I.,9,,0
309,1813,Jack Hall,1,,0
309,1814,Sam Hall,2,,0
309,1815,Laura Chapman,3,,0
309,1816,Jason Evans,4,,0
309,402,Frank Harris,5,,0
309,661,Dr. Lucy Hall,6,,0
309,1817,J.D.,7,,0
309,1818,Brian Parks,8,,0
309,1819,Janet Tokada,9,,0
310,1548,Harry Potter,1,,0
310,1551,Uncle Vernon,2,,0
310,1820,Aunt Marge,3,,0
310,1549,Aunt Petunia,4,,0
310,1550,Dudley Dursley,5,,0
310,1821,James Potter,6,,0
310,1822,Lily Potter,7,,0
310,1823,Stan Shunpike,8,,0
310,1824,Shrunken Head,9,,0
311,688,Count Olaf,1,,0
311,1162,Klaus,2,,0
311,1825,Violet,3,,0
311,1826,Sunny,4,,0
311,1827,Sunny,5,,0
311,1828,Lemony Snicket,6,,0
311,1371,Mr. Poe,7,,0
311,186,Justice Strauss,8,,0
311,639,Uncle Monty,9,,0
312,450,Shrek,1,,0
312,253,Donkey,2,,0
312,1039,Princess Fiona,3,,0
312,1470,Queen,4,,0
312,1464,Puss In Boots,5,,0
312,1659,King,6,,0
312,1040,Prince Charming,7,,0
312,1829,Fairy Godmother,8,,0
312,1830,Wolf,9,,0
313,1398,Van Helsing,1,,0
313,1553,Anna Valerious,2,,0
313,1452,Count Vladislaus Dracula,3,,0
313,1831,Carl,4,,0
313,1832,Frankenstein's Monster,5,,0
313,1833,Aleera,6,,0
313,1834,Velkan,7,,0
313,1314,Igor,8,,0
313,1533,Cardinal Jinette,9,,0
314,519,Hero Boy,1,,0
314,1835,Sister Sarah / Mother,2,,0
314,1836,Know-It-All,3,,0
314,1837,Hero Girl,4,,0
314,1838,Billy - Lonely Boy,5,,0
314,1839,Pastry Chef,6,,0
314,1840,Pastry Chef,7,,0
314,1841,Waiter,8,,0
314,1842,Waiter,9,,0
315,145,Triopas,1,,0
315,1578,Agamemnon,2,,0
315,1843,Boagrius,3,,0
315,1844,Agamemnon's Officer,4,,0
315,1680,Messenger Boy,5,,0
315,722,Achilles,6,,0
315,964,Nestor,7,,0
315,1454,Menelaus,8,,0
315,1798,Helen,9,,0
316,1650,Spider-Man,1,,0
316,874,Mary Jane Watson,2,,0
316,1651,Harry Osborn,3,,0
316,784,Doc Ock,4,,0
316,1653,May Parker,5,,0
316,1654,J. Jonah Jameson,6,,0
316,1845,Rosalie Octavius,7,,0
316,1846,John Jameson,8,,0
316,769,Dr. Curt Connors,9,,0
318,1429,John R. Cash,1,,0
318,1567,June Carter,2,,0
318,1847,Vivian Cash,3,,0
318,424,Ray Cash,4,,0
318,1848,Sam Phillips,5,,0
318,1849,Luther Perkins,6,,0
318,1850,Marshall Grant,7,,0
318,1851,Carrie Cash,8,,0
318,1852,Elvis Presley,9,,0
319,1229,John Beckwith,1,,0
319,1069,Jeremy Grey,2,,0
319,561,Secretary Cleary,3,,0
319,1853,Claire Cleary,4,,0
319,1630,Gloria Cleary,5,,0
319,1854,Kathleen Cleary,6,,0
319,1855,Grandma Mary Cleary,7,,0
319,1856,Todd Cleary,8,,0
319,1857,Sack Lodge,9,,0
320,312,Kyle Pratt,1,,0
320,1858,Carson,2,,0
320,547,Captain Rich,3,,0
320,1750,Stephanie,4,,0
320,1859,Obaid,5,,0
320,1860,Ahmed,6,,0
320,1861,Fiona,7,,0
320,1862,Mr. Loud,8,,0
320,1863,Mrs. Loud,9,,0
321,1186,Shane Wolfe,1,,0
321,1864,Principal Claire Fletcher,2,,0
321,1865,Julie Plummer,3,,0
321,1866,Zoe Plummer,4,,0
321,1867,Seth Plummer,5,,0
321,1868,Capt. Bill Fawcett,6,,0
321,1869,Helga,7,,0
321,1718,Vice Principal Dwayne Murney,8,,0
321,1870,Lulu Plummer,9,,0
322,971,Hitch,1,,0
322,1686,Sara,2,,0
322,1871,Albert,3,,0
322,1872,Allegra,4,,0
322,1873,Casey,5,,0
322,1874,Max,6,,0
322,1875,Cressida,7,,0
322,1876,Geoff,8,,0
322,1877,Ben,9,,0
323,1878,Watch,1,,0
323,512,Cappy,2,,0
323,1879,Pigeon Lady (voice),3,,0
323,1880,Broken Arm Bot,4,,0
323,1881,Madame Gasket,5,,0
323,1882,Bigweld,6,,0
323,1883,Piper,7,,0
323,1884,Crank,8,,0
323,1243,Aunt Fanny,9,,0
324,1123,Alex,1,,0
324,518,Marty,2,,0
324,1885,Melman,3,,0
324,952,Gloria,4,,0
324,1886,Julien,5,,0
324,1590,Maurice,6,,0
324,1501,Mort,7,,0
324,1887,Skipper,8,,0
324,1888,Private,9,,0
325,1129,Paul Crewe,1,,0
325,518,Caretaker,2,,0
325,1889,Coach Nate Scarborough,3,,0
325,1890,Megget,4,,0
325,1891,Deacon Moss,5,,0
325,1892,Errol Dandridge,6,,0
325,1893,Battle,7,,0
325,1894,Cheeseburger Eddy,8,,0
325,1895,Switowski,9,,0
326,1896,Reed Richards,1,,0
326,1897,Sue Storm,2,,0
326,1898,Johnny Storm,3,,0
326,1899,Ben Grimm,4,,0
326,1900,Victor Von Doom,5,,0
326,1901,Leonard,6,,0
326,1902,Alicia Masters,7,,0
326,1903,Debbie McIlvane,8,,0
326,1904,Ernie,9,,0
327,688,Dick Harper,1,,0
327,1194,Jane Harper,2,,0
327,247,Jack McCallister,3,,0
327,778,Frank Bascombe,4,,0
327,1905,Veronica Cleeman,5,,0
327,1906,Garth,6,,0
327,1907,Joe Cleeman,7,,0
327,1908,Oz Peterson,8,,0
327,1909,Billy Harper,9,,0
329,1319,Obi-Wan Kenobi,1,,0
329,1320,Padmï¿½,2,,0
329,1647,Anakin Skywalker,3,,0
329,1322,Supreme Chancellor Palpatine,4,,0
329,550,Mace Windu,5,,0
329,1910,Senator Bail Organa,6,,0
329,1546,Yoda,7,,0
329,1911,C-3PO,8,,0
329,1648,Count Dooku,9,,0
330,19,Ray Ferrier,1,,0
330,1912,Rachel Ferrier,2,,0
330,1422,Mary Ann,3,,0
330,1913,Robbie,4,,0
330,1914,Harlan Ogilvy,5,,0
330,1915,Vincent,6,,0
330,1916,Julio,7,,0
330,1917,Manny the Mechanic,8,,0
330,1694,Bartender,9,,0
331,862,Bruce Wayne,1,,0
331,1605,Alfred,2,,0
331,591,Ducard,3,,0
331,1918,Rachel Dawes,4,,0
331,537,Jim Gordon,5,,0
331,1919,Dr. Jonathan Crane,6,,0
331,1138,Carmine Falcone,7,,0
331,1920,Earle,8,,0
331,1735,Ra's Al Ghul,9,,0
332,207,Willy Wonka,1,,0
332,1921,Charlie Bucket,2,,0
332,1922,Grandpa Joe,3,,0
332,1535,Mrs. Bucket,4,,0
332,1494,Mr. Bucket,5,,0
332,1664,Mrs. Beauregarde,6,,0
332,549,Mr. Salt,7,,0
332,1923,Oompa Loompa,8,,0
332,1648,Dr. Wonka,9,,0
333,1924,Chicken Little,1,,0
333,1925,Buck Cluck,2,,0
333,1926,Mayor Turkey Lurkey,3,,0
333,932,Mr. Woolensworth,4,,0
333,1927,Foxy Loxy,5,,0
333,1179,Runt of the Litter,6,,0
333,1291,Abby Mallard,7,,0
333,811,Principal Fetchit (voice),8,,0
333,1224,Dog Announcer,9,,0
334,1928,Frank Bryce,1,,0
334,1371,Wormtail,2,,0
334,1929,Barty Crouch Junior,3,,0
334,1548,Harry Potter,4,,0
334,1635,Hermione Granger,5,,0
334,1634,Ron Weasley,6,,0
334,963,Arthur Weasley,7,,0
334,1930,Fred Weasley,8,,0
334,1931,George Weasley,9,,0
335,1932,Lucy Pevensie,1,,0
335,1933,Edmund Pevensie,2,,0
335,1934,Peter Pevensie,3,,0
335,1935,Susan Pevensie,4,,0
335,1495,White Witch,5,,0
335,1936,Mr. Tumnus,6,,0
335,1881,Professor Kirke,7,,0
335,1937,Ginarrbrik,8,,0
335,882,Father Christmas,9,,0
336,1575,Ann Darrow,1,,0
336,1589,Carl Denham,2,,0
336,1779,Jack Driscoll,3,,0
336,1938,Captain Englehorn,4,,0
336,1939,Preston,5,,0
336,1940,Kong,6,,0
336,1941,Hayes,7,,0
336,1942,Jimmy,8,,0
336,1943,Choy,9,,0
337,1886,Borat,1,,0
337,1944,Azamat,2,,0
337,1945,Luenell,3,,0
337,1946,Bear,4,,0
337,1947,Bear,5,,0
337,1947,Bear,6,,0
337,1947,Bear,7,,0
337,1947,Bear,8,,0
337,1947,Bear,9,,0
338,1948,Miranda Priestly,1,,0
338,1471,Andy Sachs,2,,0
338,1949,Emily,3,,0
338,669,Nigel,4,,0
338,1950,Christian Thompson,5,,0
338,1951,Nate,6,,0
338,1952,Lily,7,,0
338,1953,Doug,8,,0
338,1954,James Holt,9,,0
339,1352,Cindy,1,,0
339,1955,Brenda,2,,0
339,1956,Tom,3,,0
339,589,Henry Hale,4,,0
339,1356,Mahalik,5,,0
339,1957,President Baxter Harris,6,,0
339,1447,Marilyn,7,,0
339,580,Oliver,8,,0
339,573,Ezekiel,9,,0
340,1069,Gary Grobowski,1,,0
340,1691,Brooke Meyers,2,,0
340,1013,Addie,3,,0
340,1021,Lupus Grobowski,4,,0
340,1198,Johnny O,5,,0
340,1958,Riggleman,6,,0
340,1959,Marilyn Dean,7,,0
340,1960,Christopher,8,,0
340,1961,Carson Wigham,9,,0
341,971,Chris Gardner,1,,0
341,1962,Christopher,2,,0
341,1451,Linda,3,,0
341,1963,Jay Twistle,4,,0
341,1964,Martin Frohm,5,,0
341,88,Alan Frakesh,6,,0
341,1683,Walter Ribbon,7,,0
341,1965,Mrs. Chu,8,,0
341,1966,World's Greatest Dad,9,,0
342,1967,Curtis Taylor Jr.,1,,0
342,1599,Deena Jones,2,,0
342,253,James 'Thunder' Early,3,,0
342,72,Marty Madison,4,,0
342,1968,Effie White,5,,0
342,1969,Lorrell Robinson,6,,0
342,1970,C.C. White,7,,0
342,1971,Michelle Morris,8,,0
342,1972,Wayne,9,,0
343,1666,Ricky Bobby,1,,0
343,288,Cal Naughton Jr.,2,,0
343,1886,Jean Girard,3,,0
343,646,Reese Bobby,4,,0
343,1230,Lucius Washington,5,,0
343,1973,Carley Bobby,6,,0
343,1974,Lucy Bobby,7,,0
343,1975,Susan,8,,0
343,1501,Gregory,9,,0
344,1586,Manny,1,,0
344,1587,Sid,2,,0
344,676,Diego,3,,0
344,1463,Crash,4,,0
344,1976,Eddie,5,,0
344,1661,Ellie,6,,0
344,1977,Lone Gunslinger Vulture,7,,0
344,1978,Fast Tony,8,,0
344,1979,Scrat,9,,0
345,6,RJ,1,,0
345,1980,Verne,2,,0
345,1695,Hammy,3,,0
345,1981,Stella,4,,0
345,357,Ozzie,5,,0
345,254,Vincent,6,,0
345,1059,Dwayne,7,,0
345,1254,Gladys,8,,0
345,1248,Lou,9,,0
346,1129,Michael Newman,1,,0
346,1553,Donna Newman,2,,0
346,561,Morty,3,,0
346,1982,Ammer,4,,0
346,1130,Ted Newman,5,,0
346,1983,Trudy Newman,6,,0
346,84,Bill,7,,0
346,1984,Ben Newman at 7 Years Old,8,,0
346,1985,Ben at 17 Years Old,9,,0
347,1117,Billy,1,,0
347,1014,Colin Sullivan,2,,0
347,107,Frank Costello,3,,0
347,1439,Dignam,4,,0
347,1986,Queenan,5,,0
347,1987,Mr. French,6,,0
347,1988,Madolyn,7,,0
347,1356,Trooper Brown,8,,0
347,247,Ellerby,9,,0
348,1989,Nestor,1,,0
348,1990,Raul,2,,0
348,1991,Rinaldo,3,,0
348,1992,Lombardo,4,,0
348,53,Ramon,5,,0
348,1195,Mumble,6,,0
348,1993,Gloria,7,,0
348,1398,Memphis,8,,0
348,283,Norma Jean,9,,0
349,1123,Larry Daley,1,,0
349,1465,Rebecca,2,,0
349,1994,Cecil,3,,0
349,1995,Gus,4,,0
349,461,Reginald,5,,0
349,1996,Nick Daley,6,,0
349,1997,Dr. McPhee,7,,0
349,53,Teddy Roosevelt,8,,0
349,1998,Erica Daley,9,,0
350,1229,Lightning McQueen,1,,0
350,1999,Doc Hudson,2,,0
350,875,Sally Carrera,3,,0
350,2000,Mater,4,,0
350,1469,Ramone,5,,0
350,1102,Luigi,6,,0
350,2001,Guido,7,,0
350,2002,Flo,8,,0
350,1292,Sarge,9,,0
351,519,Robert Langdon,1,,0
351,2003,Sophie Neveu,2,,0
351,1399,Sir Leigh Teabing,3,,0
351,978,Captain Bezu Fache,4,,0
351,1488,Silas,5,,0
351,784,Bishop Manuel Aringarosa,6,,0
351,914,Andre Vernet,7,,0
351,2004,Remy Jean,8,,0
351,2005,Lt. Collet,9,,0
352,19,Ethan Hunt,1,,0
352,494,Owen Davian,2,,0
352,624,Luther,3,,0
352,2006,Musgrave,4,,0
352,2007,Julia,5,,0
352,2008,Declan,6,,0
352,2009,Lindsey Farris,7,,0
352,2010,Zhen,8,,0
352,2011,Benji,9,,0
353,1540,James Bond,1,,0
353,2012,Vesper Lynd,2,,0
353,2013,Le Chiffre,3,,0
353,869,M,4,,0
353,2014,Felix Leiter,5,,0
353,1509,Rene Mathis,6,,0
353,2015,Solange,7,,0
353,2016,Alex Dimitrios,8,,0
353,2017,Steven Obanno,9,,0
354,207,Jack Sparrow,1,,0
354,1528,Will Turner,2,,0
354,1730,Elizabeth Swann,3,,0
354,1731,Norrington,4,,0
354,2018,Davy Jones,5,,0
354,1111,Governor Weatherby Swann,6,,0
354,1732,Pintel,7,,0
354,1733,Ragetti,8,,0
354,2019,Gibbs,9,,0
355,1398,Logan,1,,0
355,512,Ororo Munroe,2,,0
355,1399,Erik Lehnsherr,3,,0
355,932,Charles Xavier,4,,0
355,868,Jean Grey,5,,0
355,1401,Marie,6,,0
355,1318,Dr. Henry 'Hank' McCoy,7,,0
355,1400,Scott Summers,8,,0
355,1722,Raven Darkholme,9,,0
356,2020,Clark Kent,1,,0
356,2021,Lois Lane,2,,0
356,929,Lex Luthor,3,,0
356,1400,Richard White,4,,0
356,1178,Kitty Kowalski,5,,0
356,623,Perry White,6,,0
356,2022,Jimmy Olsen,7,,0
356,2023,Martha Kent,8,,0
356,2024,Jor-El,9,,0
357,2025,Juno MacGuff,1,,0
357,2026,Paulie Bleeker,2,,0
357,2027,Vanessa Loring,3,,0
357,1958,Mark Loring,4,,0
357,1254,Bren MacGuff,5,,0
357,1654,Mac MacGuff,6,,0
357,2028,Leah,7,,0
357,2029,Gerta Rauss,8,,0
357,2030,Rollo,9,,0
358,2031,Ben Stone,1,,0
358,2032,Alison Scott,2,,0
358,2033,Pete,3,,0
358,1058,Debbie,4,,0
358,2034,Jason,5,,0
358,2035,Jay,6,,0
